filename|name|number|rubric|requirement|component
electrical-power-engineering-technology-b-s.html| Electrical Machines and Controls Laboratory|3107|ELET|Electrical Power Engineering Technology Major Requirements|Requirements
electrical-power-engineering-technology-b-s.html| Programmable Logic Controllers & Motor Control Systems|3312|ELET|Electrical Power Engineering Technology Major Requirements|Requirements
electrical-power-engineering-technology-b-s.html| Rotating Machine Controls Laboratory|3112|ELET|Electrical Power Engineering Technology Major Requirements|Requirements
electrical-power-engineering-technology-b-s.html| Computer-Based Power Distribution and Transmission|4303|ELET|Electrical Power Engineering Technology Major Requirements|Requirements
electrical-power-engineering-technology-b-s.html| Electrical Power System Design and Project Management Principles|4305|ELET|Electrical Power Engineering Technology Major Requirements|Requirements
electrical-power-engineering-technology-b-s.html| Computer-Based Electrical System Protection and Safety|4317|ELET|Electrical Power Engineering Technology Major Requirements|Requirements
electrical-power-engineering-technology-b-s.html| Electrical Power Systems and Industry Practices|4319|ELET|Electrical Power Engineering Technology Major Requirements|Requirements
electrical-power-engineering-technology-b-s.html| Power Converter Circuits|4326|ELET|Electrical Power Engineering Technology Major Requirements|Requirements
electrical-power-engineering-technology-b-s.html| Power Converter Circuits Laboratory|4126|ELET|Electrical Power Engineering Technology Major Requirements|Requirements
electrical-power-engineering-technology-b-s.html| Control Systems|4304|ELET|Approved Electives|Electrical Power Engineering Technology Major Requirements
electrical-power-engineering-technology-b-s.html| Alternative Electrical Energy Sources|4310|ELET|Approved Electives|Electrical Power Engineering Technology Major Requirements
electrical-power-engineering-technology-b-s.html| Computer-Based Communications and Security Issues for Electrical Power Systems|4311|ELET|Approved Electives|Electrical Power Engineering Technology Major Requirements
electrical-power-engineering-technology-b-s.html| Nuclear Fueled Electrical Power Plants|4320|ELET|Approved Electives|Electrical Power Engineering Technology Major Requirements
electrical-power-engineering-technology-b-s.html| Introduction to C++ Programming|2300|ELET|Mathematics|Electrical Power Engineering Technology Major Requirements
electrical-power-engineering-technology-b-s.html| Precalculus|1330|MATH|Mathematics|Electrical Power Engineering Technology Major Requirements
electrical-power-engineering-technology-b-s.html| Calculus I|1431|MATH|Mathematics|Electrical Power Engineering Technology Major Requirements
electrical-power-engineering-technology-b-s.html| Calculus II|1432|MATH|Mathematics|Electrical Power Engineering Technology Major Requirements
electrical-power-engineering-technology-b-s.html| Applied Technical Statistics|3360|TMTH|Mathematics|Electrical Power Engineering Technology Major Requirements
electrical-power-engineering-technology-b-s.html| Statistical Applications|3307|MATH|Mathematics|Electrical Power Engineering Technology Major Requirements
electrical-power-engineering-technology-b-s.html| Introductory General Physics I|1301|PHYS|Life & Physical Sciences (Includes university core)|Electrical Power Engineering Technology Major Requirements
electrical-power-engineering-technology-b-s.html| General Physics Laboratory I|1101|PHYS|Life & Physical Sciences (Includes university core)|Electrical Power Engineering Technology Major Requirements
electrical-power-engineering-technology-b-s.html| Introductory General Physics II|1302|PHYS|Life & Physical Sciences (Includes university core)|Electrical Power Engineering Technology Major Requirements
electrical-power-engineering-technology-b-s.html| General Physics Laboratory II|1102|PHYS|Life & Physical Sciences (Includes university core)|Electrical Power Engineering Technology Major Requirements
electrical-power-engineering-technology-b-s.html| Technical Communications|3363|TELS|Writing in the Discipline (3 semester hours)|Electrical Power Engineering Technology Major Requirements
electrical-power-engineering-technology-b-s.html| Organizational Leadership and Supervision|3340|TELS|General Technology Requirements|Electrical Power Engineering Technology Major Requirements
electrical-power-engineering-technology-b-s.html| Organizational Decisions in Technology|3300|HDCS|General Technology Requirements|Electrical Power Engineering Technology Major Requirements
electrical-power-engineering-technology-b-s.html| Materials and Processes I|1364|MECT|General Technology Requirements|Electrical Power Engineering Technology Major Requirements
electrical-power-engineering-technology-b-s.html| Computer-Aided Drafting I|3341|MECT|General Technology Requirements|Electrical Power Engineering Technology Major Requirements
english-b-a.html| Introduction to Literary Studies|3301|ENGL|1. Requirements:|Concentration in Literature
english-b-a.html| The British Novel Before 1832|3317|ENGL|1. Three hours in British literature before 1798|Concentration in Linguistics
english-b-a.html| Masterpieces of British Literature to the Eighteenth Century|3327|ENGL|1. Three hours in British literature before 1798|Concentration in Linguistics
english-b-a.html| Introduction to the Study of Language|4300|ENGL|2. Six hours|Concentration in Linguistics
english-b-a.html| Introduction to Syntax|4305|ENGL|2. Six hours|Concentration in Linguistics
english-b-a.html| History of the English Language|4310|ENGL|3. Nine hours from|Concentration in Linguistics
english-b-a.html| Sociolinguistics|4315|ENGL|3. Nine hours from|Concentration in Linguistics
english-b-a.html| Grammar and Usage|4322|ENGL|3. Nine hours from|Concentration in Linguistics
english-b-a.html| Selected Topics in English|3396|ENGL|3. Nine hours from|Concentration in Linguistics
entrepreneurship-b-b-a.html| Entrepreneurship|3310|ENTR|Entrepreneurship (36 Credit Hours)|Requirements
entrepreneurship-b-b-a.html| Entrepreneurial Revenue|4320|ENTR|Entrepreneurship (36 Credit Hours)|Requirements
entrepreneurship-b-b-a.html| Entrepreneurial Costs and Budgets|4330|ENTR|Entrepreneurship (36 Credit Hours)|Requirements
entrepreneurship-b-b-a.html| Entrepreneurial Capital|4340|ENTR|Entrepreneurship (36 Credit Hours)|Requirements
entrepreneurship-b-b-a.html| Entrepreneurial Strategy|4350|ENTR|Entrepreneurship (36 Credit Hours)|Requirements
entrepreneurship-b-b-a.html| Business Plan and Implementation|4360|ENTR|Entrepreneurship (36 Credit Hours)|Requirements
entrepreneurship-b-b-a.html| Entrepreneurial Values and Leadership|4110|ENTR|Entrepreneurship (36 Credit Hours)|Requirements
entrepreneurship-b-b-a.html| First Year Writing I|1303|ENGL|UH Core Courses & College Requirements|Requirements
entrepreneurship-b-b-a.html| First Year Writing II|1304|ENGL|UH Core Courses & College Requirements|Requirements
entrepreneurship-b-b-a.html| Connecting Bauer to Business|3302|GENB|UH Core Courses & College Requirements|Requirements
entrepreneurship-b-b-a.html| Introduction to Psychology|1300|PSYC|UH Core Courses & College Requirements|Requirements
entrepreneurship-b-b-a.html| Introduction to Sociology|1300|SOC|UH Core Courses & College Requirements|Requirements
entrepreneurship-b-b-a.html| Introduction to Computers and Management Information Systems|3300|MIS|Pre-Business Courses|Requirements
entrepreneurship-b-b-a.html| Finite Math with Applications|1313|MATH|Pre-Business Courses|Requirements
entrepreneurship-b-b-a.html| Calculus for Business and the Life Sciences|1314|MATH|Pre-Business Courses|Requirements
entrepreneurship-b-b-a.html| Calculus I|1431|MATH|Pre-Business Courses|Requirements
entrepreneurship-b-b-a.html|Financial|2331|ACCT|Pre-Business Courses|Requirements
entrepreneurship-b-b-a.html| Accounting Principles 2 -Managerial|2332|ACCT|Pre-Business Courses|Requirements
entrepreneurship-b-b-a.html| Microeconomic Principles|2304|ECON|Pre-Business Courses|Requirements
entrepreneurship-b-b-a.html| Macroeconomic Principles|2305|ECON|Pre-Business Courses|Requirements
entrepreneurship-b-b-a.html| Statistical Analysis for Business Applications I|3331|STAT|Statistics 3331 - Statistical Analysis for Business Applications|Requirements
entrepreneurship-b-b-a.html| The United States To 1877|1376|HIST|Additional UH Core Courses|Requirements
entrepreneurship-b-b-a.html| The U S To 1877|1377|HIST|Additional UH Core Courses|Requirements
entrepreneurship-b-b-a.html| The U S Since 1877|1378|HIST|Additional UH Core Courses|Requirements
entrepreneurship-b-b-a.html| The United States Since 1877|1379|HIST|Additional UH Core Courses|Requirements
entrepreneurship-b-b-a.html| U.S. and Texas Constitution and Politics|1336|POLS|Additional UH Core Courses|Requirements
entrepreneurship-b-b-a.html| U.S. Government: Congress, President, and Courts|1337|POLS|Additional UH Core Courses|Requirements
entrepreneurship-b-b-a.html| Service and Manufacturing Operations|3301|SCM|Advanced-Level Business Required Courses|Requirements
entrepreneurship-b-b-a.html| Principles of Financial Management|3332|FINA|Advanced-Level Business Required Courses|Requirements
entrepreneurship-b-b-a.html| Introduction to Organizational Behavior and Management|3335|MANA|Advanced-Level Business Required Courses|Requirements
entrepreneurship-b-b-a.html| Introduction to Marketing|3336|MARK|Advanced-Level Business Required Courses|Requirements
entrepreneurship-b-b-a.html| Professional Selling|3337|MARK|Advanced-Level Business Required Courses|Requirements
entrepreneurship-b-b-a.html| Business and Professional Communication|3356|COMM|Advanced-Level Business Required Courses|Requirements
entrepreneurship-b-b-a.html| Introduction to Global Business|3354|INTB|Advanced-Level Business Required Courses|Requirements
entrepreneurship-b-b-a.html| Global Environment of Business|3355|INTB|Advanced-Level Business Required Courses|Requirements
entrepreneurship-b-b-a.html| Business Law and Ethics|4350|GENB|Advanced-Level Business Required Courses|Requirements
environmental-design-b-s.html| Introduction to Architecture Design, Industrial Design, & Interior Arch|1200|ARCH|Fall Semester|First Year
environmental-design-b-s.html| Design Studio I|1500|ARCH|Fall Semester|First Year
environmental-design-b-s.html| First Year Writing I|1303|ENGL|Fall Semester|First Year
environmental-design-b-s.html| The U S To 1877|1377|HIST|Fall Semester|First Year
environmental-design-b-s.html| College Algebra|1310|MATH|Fall Semester|First Year
environmental-design-b-s.html| Design Since 1945|1359|ARCH|Spring Semester|First Year
environmental-design-b-s.html| Design Studio II|1501|ARCH|Spring Semester|First Year
environmental-design-b-s.html| First Year Writing II|1304|ENGL|Spring Semester|First Year
environmental-design-b-s.html| The U S Since 1877|1378|HIST|Spring Semester|First Year
environmental-design-b-s.html| Precalculus|1330|MATH|Spring Semester|First Year
environmental-design-b-s.html| Architecture and Interior Architecture Design Studio III|2500|ARCH|Fall Semester|Second Year
environmental-design-b-s.html| Technology I|2327|ARCH|Fall Semester|Second Year
environmental-design-b-s.html| Survey of Architectural History I|2350|ARCH|Fall Semester|Second Year
environmental-design-b-s.html| Introductory General Physics I|1301|PHYS|Fall Semester|Second Year
environmental-design-b-s.html| Architecture Design Studio IV|2501|ARCH|Spring Semester|Second Year
environmental-design-b-s.html| Technology 2|2328|ARCH|Spring Semester|Second Year
environmental-design-b-s.html| Survey of Architectural History II|2351|ARCH|Spring Semester|Second Year
environmental-design-b-s.html| Programming & Bldg Regulations|2230|ARCH|Spring Semester|Second Year
environmental-design-b-s.html| Introductory General Physics II|1302|PHYS|Spring Semester|Second Year
environmental-design-b-s.html| Architecture Design Studio V|3500|ARCH|Fall Semester|Third Year
environmental-design-b-s.html| Technology 3|3327|ARCH|Fall Semester|Third Year
environmental-design-b-s.html| U.S. and Texas Constitution and Politics|1336|POLS|Fall Semester|Third Year
environmental-design-b-s.html| Architecture Design Studio VI|3501|ARCH|Spring Semester|Third Year
environmental-design-b-s.html| Technology 4|3328|ARCH|Spring Semester|Third Year
environmental-design-b-s.html| U.S. Government: Congress, President, and Courts|1337|POLS|Spring Semester|Third Year
environmental-design-b-s.html| Urban Environments|4373|ARCH|Fall Semester|Fourth Year
environmental-sciences-b-s.html| Physical Geology|1330|GEOL|Geology Requirements (8 hours):|Degree Requirements
environmental-sciences-b-s.html| Physical Geology Lab|1130|GEOL|Geology Requirements (8 hours):|Degree Requirements
environmental-sciences-b-s.html| Introduction to Global Climate Change|1302|GEOL|Geology Requirements (8 hours):|Degree Requirements
environmental-sciences-b-s.html| Introduction to Climate Change Laboratory|1102|GEOL|Geology Requirements (8 hours):|Degree Requirements
environmental-sciences-b-s.html| Introduction to Meteorology|1350|GEOL|Geology Requirements (8 hours):|Degree Requirements
environmental-sciences-b-s.html| Introductory Meteorology Laboratory|1150|GEOL|Geology Requirements (8 hours):|Degree Requirements
environmental-sciences-b-s.html| Introduction to Biological Science|1361|BIOL|Biology Requirements (8 hours):|Degree Requirements
environmental-sciences-b-s.html| Introduction to Biological Science Laboratory|1161|BIOL|Biology Requirements (8 hours):|Degree Requirements
environmental-sciences-b-s.html| Introduction to Biological Science|1362|BIOL|Biology Requirements (8 hours):|Degree Requirements
environmental-sciences-b-s.html| Introduction to Biological Science Laboratory|1162|BIOL|Biology Requirements (8 hours):|Degree Requirements
environmental-sciences-b-s.html| Fundamentals of Chemistry|1331|CHEM|Chemistry Requirements (8 hours):|Degree Requirements
environmental-sciences-b-s.html| Fundamentals of Chemistry Laboratory|1111|CHEM|Chemistry Requirements (8 hours):|Degree Requirements
environmental-sciences-b-s.html| Fundamentals of Chemistry 2|1332|CHEM|Chemistry Requirements (8 hours):|Degree Requirements
environmental-sciences-b-s.html| Fundamentals of Chemistry Laboratory|1112|CHEM|Chemistry Requirements (8 hours):|Degree Requirements
environmental-sciences-b-s.html| Calculus I|1431|MATH|Mathematics Requirements (15 hours):|Degree Requirements
environmental-sciences-b-s.html| Calculus II|1432|MATH|Mathematics Requirements (15 hours):|Degree Requirements
environmental-sciences-b-s.html| Calculus III|2433|MATH|Mathematics Requirements (15 hours):|Degree Requirements
environmental-sciences-b-s.html| Statistics for the Sciences|3339|MATH|Mathematics Requirements (15 hours):|Degree Requirements
environmental-sciences-b-s.html| University Physics I|1321|PHYS|Physics Requirements (8 hours):|Degree Requirements
environmental-sciences-b-s.html| Physics Laboratory I|1121|PHYS|Physics Requirements (8 hours):|Degree Requirements
environmental-sciences-b-s.html| University Physics II|1322|PHYS|Physics Requirements (8 hours):|Degree Requirements
environmental-sciences-b-s.html| Physics Laboratory II|1122|PHYS|Physics Requirements (8 hours):|Degree Requirements
environmental-sciences-b-s.html| Geologic Field Methods|3340|GEOL|Option A Environmental Geosciences:|At Least 39 Hours from One of the Following Options A or B:
environmental-sciences-b-s.html| Mineralogy|3370|GEOL|Option A Environmental Geosciences:|At Least 39 Hours from One of the Following Options A or B:
environmental-sciences-b-s.html| Environmental Geology|3331|GEOL|Option A Environmental Geosciences:|At Least 39 Hours from One of the Following Options A or B:
environmental-sciences-b-s.html| Environmental Hydrogeology|3338|GEOL|Option A Environmental Geosciences:|At Least 39 Hours from One of the Following Options A or B:
environmental-sciences-b-s.html| Introduction to Geographic Information Systems|4331|GEOL|Option A Environmental Geosciences:|At Least 39 Hours from One of the Following Options A or B:
environmental-sciences-b-s.html| Environmental Data Analysis|4334|GEOL|Option A Environmental Geosciences:|At Least 39 Hours from One of the Following Options A or B:
environmental-sciences-b-s.html| Environmental Science Field Research|4356|GEOL|Option A Environmental Geosciences:|At Least 39 Hours from One of the Following Options A or B:
environmental-sciences-b-s.html| Environmental Geochemistry|4365|GEOL|Option A Environmental Geosciences:|At Least 39 Hours from One of the Following Options A or B:
environmental-sciences-b-s.html| Geochemical Reaction Modeling|4367|GEOL|Option A Environmental Geosciences:|At Least 39 Hours from One of the Following Options A or B:
environmental-sciences-b-s.html| Principles of Air Pollution|3342|GEOL|Option B Atmospheric Science:|At Least 39 Hours from One of the Following Options A or B:
environmental-sciences-b-s.html| Principles of Atmospheric Science|3378|GEOL|Option B Atmospheric Science:|At Least 39 Hours from One of the Following Options A or B:
environmental-sciences-b-s.html| Atmospheric Chemistry|3382|GEOL|Option B Atmospheric Science:|At Least 39 Hours from One of the Following Options A or B:
environmental-sciences-b-s.html| Environmental Data Analysis|4334|GEOL|Option B Atmospheric Science:|At Least 39 Hours from One of the Following Options A or B:
environmental-sciences-b-s.html| Biogeochemistry|4339|GEOL|Option B Atmospheric Science:|At Least 39 Hours from One of the Following Options A or B:
environmental-sciences-b-s.html| Air Pollution Meteorology|4346|GEOL|Option B Atmospheric Science:|At Least 39 Hours from One of the Following Options A or B:
environmental-sciences-b-s.html| Environmental Science Field Research|4356|GEOL|Option B Atmospheric Science:|At Least 39 Hours from One of the Following Options A or B:
environmental-sciences-b-s.html| Atmospheric Radiation|4336|GEOL|Option B Atmospheric Science:|At Least 39 Hours from One of the Following Options A or B:
environmental-sciences-b-s.html| Aerosols and Climate|4340|GEOL|Option B Atmospheric Science:|At Least 39 Hours from One of the Following Options A or B:
environmental-sciences-b-s.html| Atmospheric Instrumentation|4343|GEOL|Option B Atmospheric Science:|At Least 39 Hours from One of the Following Options A or B:
exercise-science-b-s.html| First Year Writing I|1303|ENGL|Academic Foundations|Requirements
exercise-science-b-s.html| First Year Writing II|1304|ENGL|Academic Foundations|Requirements
exercise-science-b-s.html| College Algebra|1310|MATH|Academic Foundations|Requirements
exercise-science-b-s.html| Precalculus|1330|MATH|Academic Foundations|Requirements
exercise-science-b-s.html| Introduction to Probability and Statistics|2311|MATH|Academic Foundations|Requirements
exercise-science-b-s.html| Introduction to Psychological Statistics|3301|PSYC|Academic Foundations|Requirements
exercise-science-b-s.html| The U S To 1877|1377|HIST|Academic Foundations|Requirements
exercise-science-b-s.html| The U S Since 1877|1378|HIST|Academic Foundations|Requirements
exercise-science-b-s.html| U.S. and Texas Constitution and Politics|1336|POLS|Academic Foundations|Requirements
exercise-science-b-s.html| U.S. Government: Congress, President, and Courts|1337|POLS|Academic Foundations|Requirements
exercise-science-b-s.html| Introduction to Biological Science|1361|BIOL|Academic Foundations|Requirements
exercise-science-b-s.html| Introduction to Biological Science|1362|BIOL|Academic Foundations|Requirements
exercise-science-b-s.html| Public Health Issues in Physical Activity and Obesity|1304|KIN|Academic Foundations|Requirements
exercise-science-b-s.html| Foundations of Kinesiology, Health, and Fitness|1352|KIN|Kinesiology Core|Requirements
exercise-science-b-s.html| Human Structure and Physical Performance|3304|KIN|Kinesiology Core|Requirements
exercise-science-b-s.html| Social and Cultural Aspects of Sport|3305|KIN|Kinesiology Core|Requirements
exercise-science-b-s.html| Physiology of Human Performance|3306|KIN|Kinesiology Core|Requirements
exercise-science-b-s.html| Biomechanics|3309|KIN|Kinesiology Core|Requirements
exercise-science-b-s.html| Psychological Aspects of Sports and Exercise|3350|KIN|Kinesiology Core|Requirements
exercise-science-b-s.html| Measurement Techniques in Human Performance|4310|KIN|Kinesiology Core|Requirements
exercise-science-b-s.html| Motor Learning and Control|4315|KIN|Kinesiology Core|Requirements
exercise-science-b-s.html| Exercise Testing|4370|KIN|Kinesiology Core|Requirements
exercise-science-b-s.html| Introduction To Human Nutrition|2332|NUTR|Kinesiology Core|Requirements
exercise-science-b-s.html| Foundations of Chemistry|1301|CHEM|Exercise Science Core|Requirements
exercise-science-b-s.html| Introductory General Physics I|1301|PHYS|Exercise Science Core|Requirements
exercise-science-b-s.html| Introductory General Physics II|1302|PHYS|Exercise Science Core|Requirements
finance-b-b-a-commercial-banking-track-and-certificate.html| Investment Management|4320|FINA|Required Finance Courses 6 hours|Requirements
finance-b-b-a-commercial-banking-track-and-certificate.html| Corporate Finance|4330|FINA|Required Finance Courses 6 hours|Requirements
finance-b-b-a-commercial-banking-track-and-certificate.html| Financial Systems|4340|FINA|Finance Advanced Electives 12 hours (for the certificate, must be the following)|Requirements
finance-b-b-a-commercial-banking-track-and-certificate.html| Commercial Bank Management|4341|FINA|Finance Advanced Electives 12 hours (for the certificate, must be the following)|Requirements
finance-b-b-a-commercial-banking-track-and-certificate.html| Real Estate Financial Analysis|4380|FINA|Finance Advanced Electives 12 hours (for the certificate, must be the following)|Requirements
finance-b-b-a-commercial-banking-track-and-certificate.html| Credit Analysis|4343|FINA|Finance Advanced Electives 12 hours (for the certificate, must be the following)|Requirements
finance-b-b-a-commercial-banking-track-and-certificate.html| Financial Evaluation of Corporate Reports|4342|FINA|Advanced Business Electives 6 hours (for the certificate, must be the following)|Requirements
finance-b-b-a-commercial-banking-track-and-certificate.html| Financial Reporting Frameworks|3366|ACCT|Advanced Business Electives 6 hours (for the certificate, must be the following)|Requirements
finance-b-b-a-commercial-banking-track-and-certificate.html| Intermediate Accounting I|3367|ACCT|Advanced Electives 6 hours (for the certificate, must be the following)|Requirements
finance-b-b-a-commercial-banking-track-and-certificate.html| Intermediate Accounting II|3368|ACCT|Advanced Electives 6 hours (for the certificate, must be the following)|Requirements
finance-b-b-a-commercial-banking-track-and-certificate.html| Professional Selling|3337|MARK|General Electives 6 hours|Requirements
finance-b-b-a-commercial-banking-track-and-certificate.html| First Year Writing I|1303|ENGL|UH Core Courses & College Requirements|Requirements
finance-b-b-a-commercial-banking-track-and-certificate.html| First Year Writing II|1304|ENGL|UH Core Courses & College Requirements|Requirements
finance-b-b-a-commercial-banking-track-and-certificate.html| Connecting Bauer to Business|3302|GENB|UH Core Courses & College Requirements|Requirements
finance-b-b-a-commercial-banking-track-and-certificate.html| Introduction to Psychology|1300|PSYC|UH Core Courses & College Requirements|Requirements
finance-b-b-a-commercial-banking-track-and-certificate.html| Introduction to Sociology|1300|SOC|UH Core Courses & College Requirements|Requirements
finance-b-b-a-commercial-banking-track-and-certificate.html| Introduction to Computers and Management Information Systems|3300|MIS|Pre-Business Courses|Requirements
finance-b-b-a-commercial-banking-track-and-certificate.html| Finite Math with Applications|1313|MATH|Pre-Business Courses|Requirements
finance-b-b-a-commercial-banking-track-and-certificate.html| Calculus for Business and the Life Sciences|1314|MATH|Pre-Business Courses|Requirements
finance-b-b-a-commercial-banking-track-and-certificate.html| Calculus I|1431|MATH|Pre-Business Courses|Requirements
finance-b-b-a-commercial-banking-track-and-certificate.html|Financial|2331|ACCT|Pre-Business Courses|Requirements
finance-b-b-a-commercial-banking-track-and-certificate.html| Accounting Principles 2 -Managerial|2332|ACCT|Pre-Business Courses|Requirements
finance-b-b-a-commercial-banking-track-and-certificate.html| Microeconomic Principles|2304|ECON|Pre-Business Courses|Requirements
finance-b-b-a-commercial-banking-track-and-certificate.html| Macroeconomic Principles|2305|ECON|Pre-Business Courses|Requirements
finance-b-b-a-commercial-banking-track-and-certificate.html| Statistical Analysis for Business Applications I|3331|STAT|Statistics 3331 - Statistical Analysis for Business Applications|Requirements
finance-b-b-a-commercial-banking-track-and-certificate.html| The United States To 1877|1376|HIST|Additional UH Core Courses|Requirements
finance-b-b-a-commercial-banking-track-and-certificate.html| The U S To 1877|1377|HIST|Additional UH Core Courses|Requirements
finance-b-b-a-commercial-banking-track-and-certificate.html| The U S Since 1877|1378|HIST|Additional UH Core Courses|Requirements
finance-b-b-a-commercial-banking-track-and-certificate.html| The United States Since 1877|1379|HIST|Additional UH Core Courses|Requirements
finance-b-b-a-commercial-banking-track-and-certificate.html| U.S. and Texas Constitution and Politics|1336|POLS|Additional UH Core Courses|Requirements
finance-b-b-a-commercial-banking-track-and-certificate.html| U.S. Government: Congress, President, and Courts|1337|POLS|Additional UH Core Courses|Requirements
finance-b-b-a-commercial-banking-track-and-certificate.html| Service and Manufacturing Operations|3301|SCM|Advanced-Level Business Required Courses|Requirements
finance-b-b-a-commercial-banking-track-and-certificate.html| Principles of Financial Management|3332|FINA|Advanced-Level Business Required Courses|Requirements
finance-b-b-a-commercial-banking-track-and-certificate.html| Introduction to Organizational Behavior and Management|3335|MANA|Advanced-Level Business Required Courses|Requirements
finance-b-b-a-commercial-banking-track-and-certificate.html| Introduction to Marketing|3336|MARK|Advanced-Level Business Required Courses|Requirements
finance-b-b-a-commercial-banking-track-and-certificate.html| Professional Selling|3337|MARK|Advanced-Level Business Required Courses|Requirements
finance-b-b-a-commercial-banking-track-and-certificate.html| Business and Professional Communication|3356|COMM|Advanced-Level Business Required Courses|Requirements
finance-b-b-a-commercial-banking-track-and-certificate.html| Introduction to Global Business|3354|INTB|Advanced-Level Business Required Courses|Requirements
finance-b-b-a-commercial-banking-track-and-certificate.html| Global Environment of Business|3355|INTB|Advanced-Level Business Required Courses|Requirements
finance-b-b-a-commercial-banking-track-and-certificate.html| Business Law and Ethics|4350|GENB|Advanced-Level Business Required Courses|Requirements
finance-b-b-a-global-energy-management-professional-program-track-and-certificate.html| Investment Management|4320|FINA|Finance GEM-PP Major Coursework (27 Credit Hours)|Requirements
finance-b-b-a-global-energy-management-professional-program-track-and-certificate.html| Corporate Finance|4330|FINA|Finance GEM-PP Major Coursework (27 Credit Hours)|Requirements
finance-b-b-a-global-energy-management-professional-program-track-and-certificate.html| Derivatives I: Options|4350|FINA|Finance GEM-PP Major Coursework (27 Credit Hours)|Requirements
finance-b-b-a-global-energy-management-professional-program-track-and-certificate.html| Derivatives II: Forwards, Futures and Swaps|4351|FINA|Finance GEM-PP Major Coursework (27 Credit Hours)|Requirements
finance-b-b-a-global-energy-management-professional-program-track-and-certificate.html| Commercial Liability|4357|FINA|Finance GEM-PP Major Coursework (27 Credit Hours)|Requirements
finance-b-b-a-global-energy-management-professional-program-track-and-certificate.html| Commercial Property|4358|FINA|Finance GEM-PP Major Coursework (27 Credit Hours)|Requirements
finance-b-b-a-global-energy-management-professional-program-track-and-certificate.html| Energy Insurance and Risk Management|4359|FINA|Finance GEM-PP Major Coursework (27 Credit Hours)|Requirements
finance-b-b-a-global-energy-management-professional-program-track-and-certificate.html| International Financial Management|4360|FINA|Finance GEM-PP Major Coursework (27 Credit Hours)|Requirements
finance-b-b-a-global-energy-management-professional-program-track-and-certificate.html| Energy Trading|4370|FINA|Finance GEM-PP Major Coursework (27 Credit Hours)|Requirements
finance-b-b-a-global-energy-management-professional-program-track-and-certificate.html| Energy Value Chain|4371|FINA|Finance GEM-PP Major Coursework (27 Credit Hours)|Requirements
finance-b-b-a-global-energy-management-professional-program-track-and-certificate.html| Upstream Economics|4372|FINA|Finance GEM-PP Major Coursework (27 Credit Hours)|Requirements
finance-b-b-a-global-energy-management-professional-program-track-and-certificate.html| Petrochemical and Refining Economics|4373|FINA|Finance GEM-PP Major Coursework (27 Credit Hours)|Requirements
finance-b-b-a-global-energy-management-professional-program-track-and-certificate.html| Economics of Energy|4375|FINA|Finance GEM-PP Major Coursework (27 Credit Hours)|Requirements
finance-b-b-a-global-energy-management-professional-program-track-and-certificate.html| Selected Topics in Finance|4397|FINA|Finance GEM-PP Major Coursework (27 Credit Hours)|Requirements
finance-b-b-a-global-energy-management-professional-program-track-and-certificate.html| First Year Writing I|1303|ENGL|UH Core Courses & College Requirements (12 Credit Hours)|Requirements
finance-b-b-a-global-energy-management-professional-program-track-and-certificate.html| First Year Writing II|1304|ENGL|UH Core Courses & College Requirements (12 Credit Hours)|Requirements
finance-b-b-a-global-energy-management-professional-program-track-and-certificate.html| Connecting Bauer to Business|3302|GENB|UH Core Courses & College Requirements (12 Credit Hours)|Requirements
finance-b-b-a-global-energy-management-professional-program-track-and-certificate.html| Introduction to Psychology|1300|PSYC|UH Core Courses & College Requirements (12 Credit Hours)|Requirements
finance-b-b-a-global-energy-management-professional-program-track-and-certificate.html| Introduction to Sociology|1300|SOC|UH Core Courses & College Requirements (12 Credit Hours)|Requirements
finance-b-b-a-global-energy-management-professional-program-track-and-certificate.html| Introduction to Computers and Management Information Systems|3300|MIS|Pre-Business Courses (27 Credit Hours)|Requirements
finance-b-b-a-global-energy-management-professional-program-track-and-certificate.html| Calculus I|1431|MATH|Pre-Business Courses (27 Credit Hours)|Requirements
finance-b-b-a-global-energy-management-professional-program-track-and-certificate.html| Calculus II|1432|MATH|Pre-Business Courses (27 Credit Hours)|Requirements
finance-b-b-a-global-energy-management-professional-program-track-and-certificate.html| Calculus III|2433|MATH|Pre-Business Courses (27 Credit Hours)|Requirements
finance-b-b-a-global-energy-management-professional-program-track-and-certificate.html|Financial|2331|ACCT|Pre-Business Courses (27 Credit Hours)|Requirements
finance-b-b-a-global-energy-management-professional-program-track-and-certificate.html| Accounting Principles 2 -Managerial|2332|ACCT|Pre-Business Courses (27 Credit Hours)|Requirements
finance-b-b-a-global-energy-management-professional-program-track-and-certificate.html| Intermed Microeconomics|3332|ECON|Pre-Business Courses (27 Credit Hours)|Requirements
finance-b-b-a-global-energy-management-professional-program-track-and-certificate.html| Intermed Macroeconomics|3334|ECON|Pre-Business Courses (27 Credit Hours)|Requirements
finance-b-b-a-global-energy-management-professional-program-track-and-certificate.html| Statistical Analysis for Business Applications I|3331|STAT|Statistics 3331 - Statistical Analysis for Business Applications (3 Credit Hours)|Requirements
finance-b-b-a-global-energy-management-professional-program-track-and-certificate.html| The United States To 1877|1376|HIST|Additional UH Core Courses (27-29 Credit Hours)|Requirements
finance-b-b-a-global-energy-management-professional-program-track-and-certificate.html| The U S To 1877|1377|HIST|Additional UH Core Courses (27-29 Credit Hours)|Requirements
