component_code,course_rubric,course_number,TCCNS_rubric,TCCNS_number,course_name,SCH,FICE,school_name
50,COMM,2366,,,Introduction to Cinema,3,10387,El Paso Community College District
50,DANC,2303,,,Dance Appreciation,3,10387,El Paso Community College District
50,DRAM,1310,,,Introduction to Theater,3,10387,El Paso Community College District
50,MUSI,1306,,,Music Appreciation,3,10387,El Paso Community College District
50,MUSI,1310,,,American Music,3,10387,El Paso Community College District
60,HIST,1301,,,United States History I,3,10387,El Paso Community College District
60,HIST,1302,,,United States History II,3,10387,El Paso Community College District
70,GOVT,2305,,,Federal Government (Federal constitution & topics),3,10387,El Paso Community College District
70,GOVT,2306,,,Texas Government (Texas constitution & topics),3,10387,El Paso Community College District
80,ANTH,2346,,,General Anthropology,3,10387,El Paso Community College District
80,ECON,1301,,,Introduction to Economics,3,10387,El Paso Community College District
80,ECON,2301,,,Principles of Macroeconomics,3,10387,El Paso Community College District
80,ECON,2302,,,Principles of Microeconomics,3,10387,El Paso Community College District
80,PSYC,2301,,,General Psychology,3,10387,El Paso Community College District
80,PSYC,2306,,,Human Sexuality,3,10387,El Paso Community College District
80,PSYC,2314,,,Lifespan Growth & Development,3,10387,El Paso Community College District
80,SOCI,1301,,,Introduction to Sociology,3,10387,El Paso Community College District
80,SOCI,2301,,,Marriage & the Family,3,10387,El Paso Community College District
98,EDUC,1300,,,Learning Framework (3 SCH version),3,10387,El Paso Community College District
91,ENGL,1302,,,Composition II,3,10387,El Paso Community College District
10,ENGL,1301,,,Composition I,3,3568,Frank Phillips College
10,SPCH,1311,,,Introduction to Speech Communication,3,3568,Frank Phillips College
10,SPCH,1318,,,Interpersonal Communication,3,3568,Frank Phillips College
10,SPCH,1321,,,Business & Professional Communication,3,3568,Frank Phillips College
20,MATH,1314,,,College Algebra (3 SCH version),3,3568,Frank Phillips College
20,MATH,1316,,,Plane Trigonometry,3,3568,Frank Phillips College
20,MATH,1324,,,Mathematics for Business & Social Sciences,3,3568,Frank Phillips College
20,MATH,1325,,,Calculus for Business & Social Sciences (3 SCH version),3,3568,Frank Phillips College
20,MATH,1332,,,Contemporary Mathematics (Quantitative Reasoning),3,3568,Frank Phillips College
20,MATH,1342,,,"Elementary Statistical Methods (3 SCH version, freshman level)",3,3568,Frank Phillips College
20,MATH,2312,,,Pre-Calculus Math (3 SCH version),3,3568,Frank Phillips College
20,MATH,2315,,,Calculus III (3 SCH version),3,3568,Frank Phillips College
20,MATH,2318,,,Linear Algebra (3 SCH version),3,3568,Frank Phillips College
20,MATH,2320,,,Differential Equations (3 SCH version),3,3568,Frank Phillips College
20,MATH,2413,,,Calculus I (4 SCH version),4,3568,Frank Phillips College
20,MATH,2414,,,Calculus II (4 SCH version),4,3568,Frank Phillips College
30,AGRI,1419,,,Introductory Animal Science (lecture + lab),4,3568,Frank Phillips College
30,ANTH,2401,,,Physical Anthropology (lecture + lab),4,3568,Frank Phillips College
30,BIOL,1406,,,Biology for Science Majors I (lecture + lab),4,3568,Frank Phillips College
30,BIOL,1407,,,Biology for Science Majors II (lecture + lab),4,3568,Frank Phillips College
30,BIOL,1411,,,General Botany (lecture + lab),4,3568,Frank Phillips College
30,BIOL,1413,,,General Zoology (lecture + lab),4,3568,Frank Phillips College
30,BIOL,2401,,,Anatomy & Physiology I (lecture + lab),4,3568,Frank Phillips College
30,BIOL,2402,,,Anatomy & Physiology II (lecture + lab),4,3568,Frank Phillips College
30,BIOL,2406,,,Environmental Biology (lecture + lab),4,3568,Frank Phillips College
30,BIOL,2421,,,Microbiology for Science Majors (lecture + lab),4,3568,Frank Phillips College
30,CHEM,1405,,,Introductory Chemistry I (lecture + lab),4,3568,Frank Phillips College
30,CHEM,1407,,,Introductory Chemistry II (lecture + lab),4,3568,Frank Phillips College
30,CHEM,1411,,,General Chemistry I (lecture + lab),4,3568,Frank Phillips College
30,CHEM,1412,,,General Chemistry II (lecture + lab),4,3568,Frank Phillips College
30,CHEM,2423,,,Organic Chemistry I (lecture + lab),4,3568,Frank Phillips College
30,CHEM,2425,,,Organic Chemistry II (lecture + lab),4,3568,Frank Phillips College
30,PHYS,1401,,,College Physics I (lecture + lab),4,3568,Frank Phillips College
30,PHYS,1402,,,College Physics II (lecture + lab),4,3568,Frank Phillips College
30,PHYS,1403,,,Stars and Galaxies (lecture + lab),4,3568,Frank Phillips College
30,PHYS,1404,,,Solar System (lecture + lab),4,3568,Frank Phillips College
30,PHYS,1415,,,Physical Science I (lecture + lab),4,3568,Frank Phillips College
30,PHYS,1417,,,Physical Science II (lecture + lab),4,3568,Frank Phillips College
30,PHYS,2425,,,University Physics I (lecture + lab),4,3568,Frank Phillips College
30,PHYS,2426,,,University Physics II (lecture + lab),4,3568,Frank Phillips College
40,ANTH,2346,,,General Anthropology,3,3568,Frank Phillips College
40,ANTH,2351,,,Cultural Anthropology,3,3568,Frank Phillips College
40,ENGL,2321,,,British Literature (single-semester course),3,3568,Frank Phillips College
40,ENGL,2326,,,American Literature (single-semester course),3,3568,Frank Phillips College
40,ENGL,2332,,,World Literature I,3,3568,Frank Phillips College
40,ENGL,2333,,,World Literature II,3,3568,Frank Phillips College
40,ENGL,2342,,,"Forms of Literature I (scheduled for deletion, funding ends August 31, 2019)",3,3568,Frank Phillips College
40,ENGL,2343,,,"Forms of Literature II (scheduled for deletion, funding ends August 31, 2019)",3,3568,Frank Phillips College
40,HIST,2311,,,Western Civilization I,3,3568,Frank Phillips College
50,ARTS,1301,,,Art Appreciation,3,3568,Frank Phillips College
50,ARTS,1303,,,Art History I (Prehistoric to the 14th century),3,3568,Frank Phillips College
50,ARTS,1304,,,Art History II (14th century to the present),3,3568,Frank Phillips College
50,HUMA,1315,,,Fine Arts Appreciation,3,3568,Frank Phillips College
50,MUSI,1306,,,Music Appreciation,3,3568,Frank Phillips College
60,HIST,1301,,,United States History I,3,3568,Frank Phillips College
60,HIST,1302,,,United States History II,3,3568,Frank Phillips College
70,GOVT,2305,,,Federal Government (Federal constitution & topics),3,3568,Frank Phillips College
70,GOVT,2306,,,Texas Government (Texas constitution & topics),3,3568,Frank Phillips College
80,ECON,2301,,,Principles of Macroeconomics,3,3568,Frank Phillips College
80,ECON,2302,,,Principles of Microeconomics,3,3568,Frank Phillips College
80,PSYC,2301,,,General Psychology,3,3568,Frank Phillips College
80,PSYC,2314,,,Lifespan Growth & Development,3,3568,Frank Phillips College
80,SOCI,1301,,,Introduction to Sociology,3,3568,Frank Phillips College
98,EDUC,1100,,,Learning Framework (1 SCH version),1,3568,Frank Phillips College
91,ENGL,1302,,,Composition II,3,3568,Frank Phillips College
91,ENGL,2311,,,Technical & Business Writing (single-semester course),3,3568,Frank Phillips College
98,PSYC,1100,,,Learning Framework (1 SCH version),1,3568,Frank Phillips College
10,ENGL,1301,,,Composition I,3,6662,Galveston College
10,ENGL,1302,,,Composition II,3,6662,Galveston College
20,MATH,1314,,,College Algebra (3 SCH version),3,6662,Galveston College
20,MATH,1316,,,Plane Trigonometry,3,6662,Galveston College
20,MATH,1324,,,Mathematics for Business & Social Sciences,3,6662,Galveston College
20,MATH,1325,,,Calculus for Business & Social Sciences (3 SCH version),3,6662,Galveston College
20,MATH,1332,,,Contemporary Mathematics (Quantitative Reasoning),3,6662,Galveston College
20,MATH,1342,,,"Elementary Statistical Methods (3 SCH version, freshman level)",3,6662,Galveston College
20,MATH,2312,,,Pre-Calculus Math (3 SCH version),3,6662,Galveston College
20,MATH,2313,,,Calculus I (3 SCH version),3,6662,Galveston College
20,MATH,2314,,,Calculus II (3 SCH version),3,6662,Galveston College
20,MATH,2413,,,Calculus I (4 SCH version),4,6662,Galveston College
20,MATH,2414,,,Calculus II (4 SCH version),4,6662,Galveston College
20,PSYC,2317,,,Statistical Methods in Psychology,3,6662,Galveston College
30,BIOL,1322,,,Nutrition & Diet Therapy,3,6662,Galveston College
30,BIOL,1406,,,Biology for Science Majors I (lecture + lab),4,6662,Galveston College
30,BIOL,1407,,,Biology for Science Majors II (lecture + lab),4,6662,Galveston College
30,BIOL,2401,,,Anatomy & Physiology I (lecture + lab),4,6662,Galveston College
30,BIOL,2402,,,Anatomy & Physiology II (lecture + lab),4,6662,Galveston College
30,BIOL,2421,,,Microbiology for Science Majors (lecture + lab),4,6662,Galveston College
30,CHEM,1405,,,Introductory Chemistry I (lecture + lab),4,6662,Galveston College
30,CHEM,1411,,,General Chemistry I (lecture + lab),4,6662,Galveston College
30,CHEM,1412,,,General Chemistry II (lecture + lab),4,6662,Galveston College
30,CHEM,2423,,,Organic Chemistry I (lecture + lab),4,6662,Galveston College
30,CHEM,2425,,,Organic Chemistry II (lecture + lab),4,6662,Galveston College
30,ENVR,1301,,,Environmental Science I (lecture),3,6662,Galveston College
30,ENVR,1302,,,Environmental Science II (lecture),3,6662,Galveston College
30,PHED,1301,,,Foundations of Kinesiology,3,6662,Galveston College
30,PHYS,1401,,,College Physics I (lecture + lab),4,6662,Galveston College
30,PHYS,1402,,,College Physics II (lecture + lab),4,6662,Galveston College
30,PHYS,2425,,,University Physics I (lecture + lab),4,6662,Galveston College
30,PHYS,2426,,,University Physics II (lecture + lab),4,6662,Galveston College
40,ARTS,1304,,,Art History II (14th century to the present),3,6662,Galveston College
40,DRAM,2361,,,History of the Theater I,3,6662,Galveston College
40,DRAM,2362,,,History of the Theater II,3,6662,Galveston College
40,ENGL,2322,,,British Literature I,3,6662,Galveston College
40,ENGL,2323,,,British Literature II,3,6662,Galveston College
40,ENGL,2327,,,American Literature I,3,6662,Galveston College
40,ENGL,2328,,,American Literature II,3,6662,Galveston College
40,ENGL,2332,,,World Literature I,3,6662,Galveston College
40,ENGL,2333,,,World Literature II,3,6662,Galveston College
40,ENGL,2342,,,"Forms of Literature I (scheduled for deletion, funding ends August 31, 2019)",3,6662,Galveston College
40,ENGL,2343,,,"Forms of Literature II (scheduled for deletion, funding ends August 31, 2019)",3,6662,Galveston College
40,HIST,2311,,,Western Civilization I,3,6662,Galveston College
40,HIST,2312,,,Western Civilization II,3,6662,Galveston College
40,HUMA,1302,,,Introduction to Humanities II,3,6662,Galveston College
40,PHIL,1301,,,Introduction to Philosophy,3,6662,Galveston College
40,PHIL,2306,,,Introduction to Ethics,3,6662,Galveston College
40,PHIL,2307,,,Introduction to Social & Political Philosophy,3,6662,Galveston College
40,PHIL,2321,,,Philosophy of Religion,3,6662,Galveston College
50,ARTS,1301,,,Art Appreciation,3,6662,Galveston College
50,ARTS,1303,,,Art History I (Prehistoric to the 14th century),3,6662,Galveston College
50,COMM,2366,,,Introduction to Cinema,3,6662,Galveston College
50,DRAM,1310,,,Introduction to Theater,3,6662,Galveston College
50,DRAM,2366,,,Introduction to Cinema,3,6662,Galveston College
50,HUMA,1301,,,Introduction to Humanities I,3,6662,Galveston College
50,MUSI,1306,,,Music Appreciation,3,6662,Galveston College
50,MUSI,1310,,,American Music,3,6662,Galveston College
60,HIST,1301,,,United States History I,3,6662,Galveston College
60,HIST,1302,,,United States History II,3,6662,Galveston College
60,HIST,2301,,,Texas History,3,6662,Galveston College
70,GOVT,2305,,,Federal Government (Federal constitution & topics),3,6662,Galveston College
70,GOVT,2306,,,Texas Government (Texas constitution & topics),3,6662,Galveston College
80,CRIJ,1301,,,Introduction to Criminal Justice,3,6662,Galveston College
80,CRIJ,1307,,,Crime in America,3,6662,Galveston College
80,ECON,2301,,,Principles of Macroeconomics,3,6662,Galveston College
80,ECON,2302,,,Principles of Microeconomics,3,6662,Galveston College
80,PHED,1304,,,Personal/Community Health,3,6662,Galveston College
80,PHED,1346,,,Drug Use & Abuse,3,6662,Galveston College
80,PSYC,2301,,,General Psychology,3,6662,Galveston College
80,SOCI,1301,,,Introduction to Sociology,3,6662,Galveston College
80,SOCI,1306,,,Social Problems,3,6662,Galveston College
90,EDUC,1300,,,Learning Framework (3 SCH version),3,6662,Galveston College
90,ENGL,2311,,,Technical & Business Writing (single-semester course),3,6662,Galveston College
93,ENVR,1101,,,Environmental Science I (lab),1,6662,Galveston College
93,ENVR,1102,,,Environmental Science II (lab),1,6662,Galveston College
92,MATH,2414,,,Calculus II (4 SCH version),4,6662,Galveston College
92,MATH,2415,,,Calculus III (4 SCH version),4,6662,Galveston College
93,PHED,1164,,,Introduction to Physical Fitness & Wellness,1,6662,Galveston College
90,PSYC,1300,,,Learning Framework (3 SCH version),3,6662,Galveston College
98,PSYC,2306,,,Human Sexuality,3,6662,Galveston College
98,PSYC,2314,,,Lifespan Growth & Development,3,6662,Galveston College
98,PSYC,2319,,,Social Psychology,3,6662,Galveston College
98,SOCI,2301,,,Marriage & the Family,3,6662,Galveston College
98,SOCI,2319,,,Minority Studies,3,6662,Galveston College
98,SOCI,2326,,,Social Psychology,3,6662,Galveston College
91,SPCH,1311,,,Introduction to Speech Communication,3,6662,Galveston College
91,SPCH,1315,,,Public Speaking,3,6662,Galveston College
91,SPCH,1318,,,Interpersonal Communication,3,6662,Galveston College
91,SPCH,1321,,,Business & Professional Communication,3,6662,Galveston College
10,ENGL,1301,,,Composition I,3,3570,Grayson College
10,ENGL,1302,,,Composition II,3,3570,Grayson College
10,ENGL,2311,,,Technical & Business Writing (single-semester course),3,3570,Grayson College
10,SPCH,1311,,,Introduction to Speech Communication,3,3570,Grayson College
10,SPCH,1315,,,Public Speaking,3,3570,Grayson College
10,SPCH,1321,,,Business & Professional Communication,3,3570,Grayson College
20,MATH,1314,,,College Algebra (3 SCH version),3,3570,Grayson College
20,MATH,1316,,,Plane Trigonometry,3,3570,Grayson College
20,MATH,1324,,,Mathematics for Business & Social Sciences,3,3570,Grayson College
20,MATH,1332,,,Contemporary Mathematics (Quantitative Reasoning),3,3570,Grayson College
20,MATH,1342,,,"Elementary Statistical Methods (3 SCH version, freshman level)",3,3570,Grayson College
20,MATH,2312,,,Pre-Calculus Math (3 SCH version),3,3570,Grayson College
20,MATH,2413,,,Calculus I (4 SCH version),4,3570,Grayson College
30,BIOL,1306,,,Biology for Science Majors I (lecture),3,3570,Grayson College
30,BIOL,1307,,,Biology for Science Majors II (lecture),3,3570,Grayson College
30,BIOL,1308,,,Biology for Non-Science Majors I (lecture),3,3570,Grayson College
30,BIOL,1309,,,Biology for Non-Science Majors II (lecture),3,3570,Grayson College
30,BIOL,1414,,,Introduction to Biotechnology I,4,3570,Grayson College
30,BIOL,2301,,,Anatomy & Physiology I (lecture),3,3570,Grayson College
30,BIOL,2302,,,Anatomy & Physiology II (lecture),3,3570,Grayson College
30,BIOL,2320,,,Microbiology for Non-Science Majors (lecture),3,3570,Grayson College
30,BIOL,2321,,,Microbiology for Science Majors (lecture),3,3570,Grayson College
30,BIOL,2404,,,"Anatomy & Physiology (specialized, single-semester course, lecture + lab)",4,3570,Grayson College
30,CHEM,1311,,,General Chemistry I (lecture),3,3570,Grayson College
30,CHEM,1312,,,General Chemistry II (lecture),3,3570,Grayson College
30,CHEM,1406,,,"Introductory Chemistry I (lecture + lab, allied health emphasis)",4,3570,Grayson College
30,GEOL,1301,,,Earth Sciences for Non-Science Majors I (lecture),3,3570,Grayson College
30,GEOL,1303,,,Physical Geology (lecture),3,3570,Grayson College
30,GEOL,1304,,,Historical Geology (lecture),3,3570,Grayson College
30,GEOL,1305,,,Environmental Science (lecture),3,3570,Grayson College
30,PHYS,1301,,,College Physics I (lecture),3,3570,Grayson College
30,PHYS,1302,,,College Physics II (lecture),3,3570,Grayson College
30,PHYS,1303,,,Stars and Galaxies (lecture),3,3570,Grayson College
30,PHYS,1304,,,Solar System (lecture),3,3570,Grayson College
30,PHYS,1315,,,Physical Science I (lecture),3,3570,Grayson College
30,PHYS,2325,,,University Physics I (lecture),3,3570,Grayson College
30,PHYS,2326,,,University Physics II (lecture),3,3570,Grayson College
40,ENGL,2322,,,British Literature I,3,3570,Grayson College
40,ENGL,2323,,,British Literature II,3,3570,Grayson College
40,ENGL,2327,,,American Literature I,3,3570,Grayson College
40,ENGL,2328,,,American Literature II,3,3570,Grayson College
40,ENGL,2332,,,World Literature I,3,3570,Grayson College
40,ENGL,2333,,,World Literature II,3,3570,Grayson College
40,ENGL,2351,,,Mexican American Literature,3,3570,Grayson College
40,HIST,2321,,,World Civilizations I,3,3570,Grayson College
40,HIST,2322,,,World Civilizations II,3,3570,Grayson College
40,HUMA,1301,,,Introduction to Humanities I,3,3570,Grayson College
40,HUMA,1302,,,Introduction to Humanities II,3,3570,Grayson College
40,PHIL,1301,,,Introduction to Philosophy,3,3570,Grayson College
40,PHIL,1304,,,Introduction to World Religions,3,3570,Grayson College
40,PHIL,2306,,,Introduction to Ethics,3,3570,Grayson College
40,PHIL,2321,,,Philosophy of Religion,3,3570,Grayson College
40,SPAN,2311,,,Intermediate Spanish I (3rd semester Spanish),3,3570,Grayson College
40,SPAN,2312,,,Intermediate Spanish II (4th semester Spanish),3,3570,Grayson College
50,ARTS,1301,,,Art Appreciation,3,3570,Grayson College
50,ARTS,1303,,,Art History I (Prehistoric to the 14th century),3,3570,Grayson College
50,ARTS,1304,,,Art History II (14th century to the present),3,3570,Grayson College
50,DRAM,1310,,,Introduction to Theater,3,3570,Grayson College
50,MUSI,1306,,,Music Appreciation,3,3570,Grayson College
50,MUSI,1307,,,Music Literature (single-semester course),3,3570,Grayson College
60,HIST,1301,,,United States History I,3,3570,Grayson College
60,HIST,1302,,,United States History II,3,3570,Grayson College
60,HIST,2301,,,Texas History,3,3570,Grayson College
60,HIST,2327,,,Mexican American History I (to the United States-Mexico War Era),3,3570,Grayson College
60,HIST,2328,,,Mexican American History II (from the United States-Mexico War Era),3,3570,Grayson College
70,GOVT,2305,,,Federal Government (Federal constitution & topics),3,3570,Grayson College
70,GOVT,2306,,,Texas Government (Texas constitution & topics),3,3570,Grayson College
80,CRIJ,1301,,,Introduction to Criminal Justice,3,3570,Grayson College
80,ECON,2301,,,Principles of Macroeconomics,3,3570,Grayson College
80,ECON,2302,,,Principles of Microeconomics,3,3570,Grayson College
80,GEOG,1302,,,Human Geography,3,3570,Grayson College
80,GEOG,1303,,,World Regional Geography,3,3570,Grayson College
80,PSYC,2301,,,General Psychology,3,3570,Grayson College
80,PSYC,2314,,,Lifespan Growth & Development,3,3570,Grayson College
80,SOCI,1301,,,Introduction to Sociology,3,3570,Grayson College
80,SOCI,1306,,,Social Problems,3,3570,Grayson College
80,TECA,1354,,,Child Growth & Development,3,3570,Grayson College
95,ARTS,1301,,,Art Appreciation,3,3570,Grayson College
95,ARTS,1303,,,Art History I (Prehistoric to the 14th century),3,3570,Grayson College
95,ARTS,1304,,,Art History II (14th century to the present),3,3570,Grayson College
93,BIOL,1106,,,Biology for Science Majors Laboratory I (lab),1,3570,Grayson College
93,BIOL,1107,,,Biology for Science Majors Laboratory II (lab),1,3570,Grayson College
93,BIOL,1108,,,Biology for Non-Science Majors Laboratory I (lab),1,3570,Grayson College
93,BIOL,1109,,,Biology for Non-Science Majors Laboratory II (lab),1,3570,Grayson College
93,BIOL,1307,,,Biology for Science Majors II (lecture),3,3570,Grayson College
93,BIOL,1308,,,Biology for Non-Science Majors I (lecture),3,3570,Grayson College
93,BIOL,1309,,,Biology for Non-Science Majors II (lecture),3,3570,Grayson College
93,BIOL,1414,,,Introduction to Biotechnology I,4,3570,Grayson College
93,BIOL,2101,,,Anatomy & Physiology I (lab),1,3570,Grayson College
93,BIOL,2102,,,Anatomy & Physiology II (lab),1,3570,Grayson College
93,BIOL,2120,,,Microbiology for Non-Science Majors Laboratory (lab),1,3570,Grayson College
93,BIOL,2121,,,Microbiology for Science Majors Laboratory (lab),1,3570,Grayson College
93,BIOL,2301,,,Anatomy & Physiology I (lecture),3,3570,Grayson College
93,BIOL,2302,,,Anatomy & Physiology II (lecture),3,3570,Grayson College
93,BIOL,2320,,,Microbiology for Non-Science Majors (lecture),3,3570,Grayson College
93,BIOL,2321,,,Microbiology for Science Majors (lecture),3,3570,Grayson College
93,CHEM,1111,,,General Chemistry I (lab),1,3570,Grayson College
93,CHEM,1112,,,General Chemistry II (lab),1,3570,Grayson College
93,CHEM,1311,,,General Chemistry I (lecture),3,3570,Grayson College
93,CHEM,1312,,,General Chemistry II (lecture),3,3570,Grayson College
93,CHEM,1406,,,"Introductory Chemistry I (lecture + lab, allied health emphasis)",4,3570,Grayson College
92,COSC,1301,,,Introduction to Computing (3 SCH version),3,3570,Grayson College
92,COSC,1336,,,Programming Fundamentals I (3 SCH version),3,3570,Grayson College
98,CRIJ,1301,,,Introduction to Criminal Justice,3,3570,Grayson College
95,DRAM,1310,,,Introduction to Theater,3,3570,Grayson College
98,ECON,2301,,,Principles of Macroeconomics,3,3570,Grayson College
98,ECON,2302,,,Principles of Microeconomics,3,3570,Grayson College
98,EDUC,1300,,,Learning Framework (3 SCH version),3,3570,Grayson College
91,ENGL,1302,,,Composition II,3,3570,Grayson College
94,ENGL,2311,,,Technical & Business Writing (single-semester course),3,3570,Grayson College
94,ENGL,2322,,,British Literature I,3,3570,Grayson College
94,ENGL,2323,,,British Literature II,3,3570,Grayson College
94,ENGL,2327,,,American Literature I,3,3570,Grayson College
94,ENGL,2328,,,American Literature II,3,3570,Grayson College
94,ENGL,2332,,,World Literature I,3,3570,Grayson College
94,ENGL,2333,,,World Literature II,3,3570,Grayson College
94,ENGL,2351,,,Mexican American Literature,3,3570,Grayson College
98,GEOG,1302,,,Human Geography,3,3570,Grayson College
98,GEOG,1303,,,World Regional Geography,3,3570,Grayson College
93,GEOL,1101,,,Earth Sciences for Non-Science Majors I (lab),1,3570,Grayson College
93,GEOL,1103,,,Physical Geology  (lab),1,3570,Grayson College
93,GEOL,1104,,,Historical Geology (lab),1,3570,Grayson College
93,GEOL,1105,,,Environmental Science (lab),1,3570,Grayson College
93,GEOL,1301,,,Earth Sciences for Non-Science Majors I (lecture),3,3570,Grayson College
93,GEOL,1303,,,Physical Geology (lecture),3,3570,Grayson College
93,GEOL,1304,,,Historical Geology (lecture),3,3570,Grayson College
93,GEOL,1305,,,Environmental Science (lecture),3,3570,Grayson College
96,HIST,1301,,,United States History I,3,3570,Grayson College
96,HIST,1302,,,United States History II,3,3570,Grayson College
96,HIST,2301,,,Texas History,3,3570,Grayson College
94,HIST,2321,,,World Civilizations I,3,3570,Grayson College
94,HIST,2322,,,World Civilizations II,3,3570,Grayson College
96,HIST,2327,,,Mexican American History I (to the United States-Mexico War Era),3,3570,Grayson College
96,HIST,2328,,,Mexican American History II (from the United States-Mexico War Era),3,3570,Grayson College
94,HUMA,1301,,,Introduction to Humanities I,3,3570,Grayson College
94,HUMA,1302,,,Introduction to Humanities II,3,3570,Grayson College
92,MATH,1314,,,College Algebra (3 SCH version),3,3570,Grayson College
92,MATH,1316,,,Plane Trigonometry,3,3570,Grayson College
92,MATH,1324,,,Mathematics for Business & Social Sciences,3,3570,Grayson College
92,MATH,1332,,,Contemporary Mathematics (Quantitative Reasoning),3,3570,Grayson College
92,MATH,1342,,,"Elementary Statistical Methods (3 SCH version, freshman level)",3,3570,Grayson College
92,MATH,2312,,,Pre-Calculus Math (3 SCH version),3,3570,Grayson College
92,MATH,2413,,,Calculus I (4 SCH version),4,3570,Grayson College
95,MUSI,1306,,,Music Appreciation,3,3570,Grayson College
95,MUSI,1307,,,Music Literature (single-semester course),3,3570,Grayson College
90,PHED,1164,,,Introduction to Physical Fitness & Wellness,1,3570,Grayson College
94,PHIL,1301,,,Introduction to Philosophy,3,3570,Grayson College
94,PHIL,1304,,,Introduction to World Religions,3,3570,Grayson College
94,PHIL,2306,,,Introduction to Ethics,3,3570,Grayson College
94,PHIL,2321,,,Philosophy of Religion,3,3570,Grayson College
93,PHYS,1101,,,College Physics Laboratory I (lab),1,3570,Grayson College
93,PHYS,1102,,,College Physics Laboratory II (lab),1,3570,Grayson College
93,PHYS,1103,,,Stars and Galaxies Laboratory (lab),1,3570,Grayson College
93,PHYS,1104,,,Solar System Laboratory (lab),1,3570,Grayson College
93,PHYS,1115,,,Physical Science Laboratory I (lab),1,3570,Grayson College
93,PHYS,1301,,,College Physics I (lecture),3,3570,Grayson College
93,PHYS,1302,,,College Physics II (lecture),3,3570,Grayson College
93,PHYS,1303,,,Stars and Galaxies (lecture),3,3570,Grayson College
93,PHYS,1304,,,Solar System (lecture),3,3570,Grayson College
93,PHYS,1315,,,Physical Science I (lecture),3,3570,Grayson College
93,PHYS,2125,,,University Physics Laboratory I (lab),1,3570,Grayson College
93,PHYS,2126,,,University Physics Laboratory II (lab),1,3570,Grayson College
93,PHYS,2325,,,University Physics I (lecture),3,3570,Grayson College
93,PHYS,2326,,,University Physics II (lecture),3,3570,Grayson College
98,PSYC,1300,,,Learning Framework (3 SCH version),3,3570,Grayson College
98,PSYC,2301,,,General Psychology,3,3570,Grayson College
98,PSYC,2314,,,Lifespan Growth & Development,3,3570,Grayson College
98,SOCI,1301,,,Introduction to Sociology,3,3570,Grayson College
98,SOCI,1306,,,Social Problems,3,3570,Grayson College
94,SPAN,2311,,,Intermediate Spanish I (3rd semester Spanish),3,3570,Grayson College
94,SPAN,2312,,,Intermediate Spanish II (4th semester Spanish),3,3570,Grayson College
91,SPCH,1311,,,Introduction to Speech Communication,3,3570,Grayson College
91,SPCH,1315,,,Public Speaking,3,3570,Grayson College
91,SPCH,1321,,,Business & Professional Communication,3,3570,Grayson College
98,TECA,1354,,,Child Growth & Development,3,3570,Grayson College
10,ENGL,1301,,,Composition I,3,3573,Hill College
10,ENGL,1302,,,Composition II,3,3573,Hill College
20,MATH,1314,,,College Algebra (3 SCH version),3,3573,Hill College
20,MATH,1316,,,Plane Trigonometry,3,3573,Hill College
20,MATH,1324,,,Mathematics for Business & Social Sciences,3,3573,Hill College
20,MATH,1325,,,Calculus for Business & Social Sciences (3 SCH version),3,3573,Hill College
20,MATH,1342,,,"Elementary Statistical Methods (3 SCH version, freshman level)",3,3573,Hill College
20,MATH,2412,,,Pre-Calculus Math (4 SCH version),4,3573,Hill College
20,MATH,2413,,,Calculus I (4 SCH version),4,3573,Hill College
30,BIOL,1406,,,Biology for Science Majors I (lecture + lab),4,3573,Hill College
30,BIOL,1407,,,Biology for Science Majors II (lecture + lab),4,3573,Hill College
30,BIOL,1408,,,Biology for Non-Science Majors I (lecture + lab),4,3573,Hill College
30,BIOL,1409,,,Biology for Non-Science Majors II (lecture + lab),4,3573,Hill College
30,BIOL,1411,,,General Botany (lecture + lab),4,3573,Hill College
30,BIOL,2401,,,Anatomy & Physiology I (lecture + lab),4,3573,Hill College
30,BIOL,2402,,,Anatomy & Physiology II (lecture + lab),4,3573,Hill College
30,BIOL,2406,,,Environmental Biology (lecture + lab),4,3573,Hill College
30,CHEM,1406,,,"Introductory Chemistry I (lecture + lab, allied health emphasis)",4,3573,Hill College
30,CHEM,1411,,,General Chemistry I (lecture + lab),4,3573,Hill College
30,CHEM,1412,,,General Chemistry II (lecture + lab),4,3573,Hill College
30,ENVR,1401,,,Environmental Science I (lecture + lab),4,3573,Hill College
30,GEOL,1401,,,Earth Sciences for Non-Science Majors  I (lecture + lab),4,3573,Hill College
30,GEOL,1402,,,Earth Sciences for Non-Science Majors II (lecture + lab),4,3573,Hill College
30,GEOL,1403,,,Physical Geology (lecture + lab),4,3573,Hill College
30,GEOL,1404,,,Historical Geology (lecture + lab),4,3573,Hill College
30,GEOL,1405,,,Environmental Science (lecture + lab),4,3573,Hill College
30,GEOL,1445,,,Oceanography (lecture + lab),4,3573,Hill College
30,GEOL,1447,,,Meteorology (lecture + lab),4,3573,Hill College
30,PHYS,1401,,,College Physics I (lecture + lab),4,3573,Hill College
30,PHYS,1402,,,College Physics II (lecture + lab),4,3573,Hill College
30,PHYS,1403,,,Stars and Galaxies (lecture + lab),4,3573,Hill College
30,PHYS,1404,,,Solar System (lecture + lab),4,3573,Hill College
30,PHYS,2425,,,University Physics I (lecture + lab),4,3573,Hill College
